Listagem dos Agentes Econômicos Registrados na Ancine;;;;;;;;;
;;;;;;;;;
Registro Ancine;CNPJ;Razão Social;Atividade Econômica Principal;Natureza Jurídica;Munícipio;UF;Data do Primeiro Registro na Ancine;Data de Abertura da Empresa;Agente Econômico Brasileiro Independente
43645;23.520.070/0001-76;MARCELO CUNHA DE SOUZA PRODUÇÕES ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;01/08/2019;22/10/2015;SIM
43692;11.639.062/0001-64;MARCELO DA ROCHA BEZERRA;Filmagem de festas e eventos;Empresário (Individual) ;JOÃO PESSOA;PB;07/08/2019;05/03/2010;SIM
35621;22.627.845/0001-44;MARCELO DA ROSA COSTA;Edição de livros;Empresário (Individual) ;PORTO ALEGRE;RS;23/02/2017;11/06/2015;SIM
48950;24.058.576/0001-78;MARCELO DA SILVA 18065878822;Filmagem de festas e eventos;Empresário (Individual) ;JUNDIAÍ;SP;08/07/2021;27/01/2016;NÃO
48704;22.324.661/0001-05;MARCELO DA SILVA RODRIGUES 28998362856;Atividades de sonorização e de iluminação;Empresário (Individual) ;SÃO PAULO;SP;18/06/2021;26/04/2015;SIM
38796;10.249.478/0001-03;MARCELO DE CARVALHO PIRK - ME;Produção de filmes para publicidade;Empresário (Individual) ;SÃO PAULO;SP;20/02/2018;29/07/2008;SIM
35650;23.013.991/0001-42;MARCELO DE SOUZA LIRA;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;CASCAVEL;PR;02/03/2017;07/08/2015;SIM
43870;33.901.396/0001-05;MARCELO DORNELES FIGUEIRO 04053282063;Filmagem de festas e eventos;Empresário (Individual) ;PORTO ALEGRE;RS;29/08/2019;12/06/2019;NÃO
34691;15.727.421/0001-96;MARCELO ENGSTER 010581790-20;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;21/11/2016;18/06/2012;SIM
29451;21.028.203/0001-66;MARCELO FAVORATTI DE MENDONÇA 30934411883;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;GUARULHOS;SP;26/03/2015;12/09/2014;SIM
41380;19.782.590/0001-80;MARCELO FELIX MORAES;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;CAMPINAS;SP;16/10/2018;24/02/2014;SIM
43812;32.830.328/0001-21;MARCELO FERRARI 00994857969;Serviços de dublagem;Empresário (Individual) ;CURITIBA;PR;19/08/2019;20/02/2019;NÃO
41715;14.575.053/0001-45;MARCELO FERREIRA;Produção musical;Empresário (Individual) ;BELO HORIZONTE;MG;29/11/2018;07/11/2011;SIM
43337;29.600.273/0001-59;MARCELO FONSECA DE CASTRO FILHO 35818337863;Filmagem de festas e eventos;Empresário (Individual) ;CAMPINAS;SP;01/07/2019;02/02/2018;SIM
28153;14.752.383/0001-69;MARCELO FURUGUEM PRODUTORA DE FILMES E VIDEOS - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;12/11/2014;16/11/2011;SIM
29329;13.685.790/0001-38;MARCELO GOLFIERI - EILERI - ME;Comércio varejista de brinquedos e artigos recreativos;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO PAULO;SP;18/03/2015;02/05/2011;SIM
21719;14.951.926/0001-77;MARCELO HENRIQUE THEOBALD 07788281743;Filmagem de festas e eventos;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);PETRÓPOLIS;RJ;05/06/2012;27/01/2012;NÃO
38600;27.859.135/0001-63;MARCELO LOPES MAIA;Filmagem de festas e eventos;Empresário (Individual) ;VITÓRIA DA CONQUISTA;BA;15/01/2018;31/05/2017;SIM
3770;04.330.265/0001-09;MARCELO LUIZ D'AGOSTINI - ME;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;XANXERÊ;SC;18/04/2005;12/03/2001;SIM
42100;14.682.576/0001-90;MARCELO LUNA DA SILVA 22711326810;Marketing direto;Empresário (Individual) ;SÃO BERNARDO DO CAMPO;SP;28/01/2019;28/11/2011;SIM
13558;71.743.496/0001-31;MARCELO MACHADO PRODUÇÕES ARTÍSTICAS LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;07/03/2008;05/05/1993;SIM
28099;21.024.006/0001-79;MARCELO MARTINS RODRIGUES PRODUÇÕES - EPP;Produção de filmes para publicidade;Empresário (Individual) ;SÃO PAULO;SP;07/11/2014;12/09/2014;SIM
35632;16.748.120/0001-01;MARCELO MENEZES DE BRITO 03746737729;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;RIO DE JANEIRO;RJ;24/02/2017;23/08/2012;SIM
37666;07.169.293/0001-84;MARCELO NUNES DE OLIVEIRA - ME;Atividades de gravação de som e de edição de música;Empresário (Individual) ;SÃO JOSÉ DE RIBAMAR;MA;11/09/2017;14/01/2005;NÃO
24779;17.837.052/0001-10;MARCELO OTT BRAGA PRODUÇÕES DE AUDIO E VIDEO;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;01/08/2013;28/03/2013;SIM
36383;11.533.677/0001-01;MARCELO PAIXAO PRODUCOES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;16/05/2017;15/01/2010;SIM
46760;28.798.790/0001-11;MARCELO PASQUALI FILMES EIRELI;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);RIO DE JANEIRO;RJ;28/09/2020;05/10/2017;SIM
46798;35.101.628/0001-68;MARCELO PENAYO DE MELO 93130104968;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;FOZ DO IGUAÇU;PR;29/09/2020;07/10/2019;SIM
46196;28.958.138/0001-17;MARCELO PINHEIRO PINTO FILHO - ME;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;SÃO PAULO;SP;28/07/2020;30/10/2017;SIM
37069;14.499.136/0001-00;MARCELO REFINETTI FOTOGRAFIAS - ME;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;SÃO PAULO;SP;17/07/2017;03/10/2011;SIM
38146;26.072.244/0001-73;MARCELO ROBERTO BINAGHI - ME;Produção de filmes para publicidade;Empresário (Individual) ;SÃO PAULO;SP;07/11/2017;31/08/2016;SIM
38986;27.883.795/0001-80;MARCELO S GARRIDO PRODUÇÕES ME;Produção de filmes para publicidade;Empresário (Individual) ;CÂNDIDO MOTA;SP;06/03/2018;02/06/2017;SIM
42995;33.537.050/0001-61;MARCELO SUSIN DOS REIS 53883047015;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;PORTO ALEGRE;RS;21/05/2019;06/05/2019;SIM
36252;19.939.490/0001-14;MARCELO TADEU FELIPE SAMPAIO 14036357816;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO BERNARDO DO CAMPO;SP;03/05/2017;24/03/2014;SIM
43214;33.758.037/0001-32;MARCELO VAZ PEREIRA PRODUCOES CINEMATOGRAFICAS, FILMAGENS E EVENTOS;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;RECIFE;PE;14/06/2019;29/05/2019;NÃO
41277;31.325.894/0001-13;MARCELO VIANNA MARINS 93408609004;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;PASSO FUNDO;RS;09/10/2018;24/08/2018;SIM
17506;09.058.775/0001-92;MARCELO VILLANOVA LOPES LAPA;Produção de filmes para publicidade;Empresário (Individual) ;ARACAJU;SE;03/08/2010;23/05/2007;SIM
39235;29.929.910/0001-35;MARCELO VITORIANO LEMOS;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;FORTALEZA;CE;03/04/2018;14/03/2018;NÃO
38190;27.734.210/0001-60;MARCELO VON WEIGERT ME;Promoção de vendas;Empresário (Individual) ;JOINVILLE;SC;13/11/2017;15/05/2017;SIM
46541;13.779.600/0001-41;MARCENARIA DE CULTURA PRODUÇÕES ARTÍSTICAS LTDA.;Produção de filmes para publicidade;Sociedade Empresária Limitada;SÃO PAULO;SP;08/09/2020;10/05/2011;SIM
49824;43.812.873/0001-01;MARCIA CRISTINA ALVES DE ANDRADE 02121279008;Filmagem de festas e eventos;Empresário (Individual) ;PORTO ALEGRE;RS;21/10/2021;07/10/2021;NÃO
46560;34.021.728/0001-11;MARCIA CRISTINA FONSECA CALIXTO DE CARVALHO 08334318626;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;LIMEIRA;SP;09/09/2020;25/06/2019;NÃO
41033;30.720.289/0001-84;MARCIA CRISTINA VASCONCELOS GARCIA 65575415104;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;MARECHAL CÂNDIDO RONDON;PR;10/09/2018;18/06/2018;SIM
28694;08.799.851/0001-58;MARCIA DE FREITAS ALVES;Filmagem de festas e eventos;Empresário (Individual) ;SÃO JOSÉ DO RIO PRETO;SP;13/01/2015;20/04/2007;SIM
39153;28.681.017/0001-70;MARCIA DO NASCIMENTO ESPINDOLA;Filmagem de festas e eventos;Empresário (Individual) ;SALVADOR;BA;20/03/2018;19/09/2017;SIM
40072;19.385.000/0001-85;MARCIA FERNANDES TAVARES EDUCACAO EM LONGEVIDADE;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;Empresário (Individual) ;RIO DE JANEIRO;RJ;07/06/2018;09/12/2013;SIM
21953;08.927.044/0001-73;MARCIA HELENA PINHEIRO RAMOS ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;BARRETOS;SP;09/07/2012;29/05/2007;SIM
46921;29.215.809/0001-12;MÁRCIA HELENA SILVA CORREA;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;VOLTA REDONDA;RJ;08/10/2020;25/01/2018;SIM
49360;42.220.755/0001-41;MARCIA MORGANA BEZERRA DA SILVA LUCIANO;Programadoras;Empresário (Individual) ;MOSSORÓ;RN;26/08/2021;04/06/2021;NÃO
48036;15.642.869/0001-07;MARCIA SANTOS GUZZO 08812750770;Produção musical;Empresário (Individual) ;RIO DE JANEIRO;RJ;29/03/2021;01/06/2012;NÃO
36821;22.187.019/0001-21;MARCIA VALERIA PLETIKOSIE DA SIQUEIRA;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;CONTAGEM;MG;22/06/2017;05/04/2015;NÃO
40159;21.181.658/0001-17;MARCIA VALESCA PRADO 91362830020;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;PORTO ALEGRE;RS;13/06/2018;07/10/2014;NÃO
48245;18.116.882/0001-10;MARCIA ZARUR JORNALISMO E COMUNICACAO LTDA;Atividades de artistas plásticos, jornalistas independentes e escritores;Sociedade Empresária Limitada;BRASÍLIA;DF;22/04/2021;29/04/2013;SIM
4560;01.617.020/0001-79;MARCIANO & MARCIANO RIO PRETO LTDA;Produção de filmes para publicidade;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO JOSÉ DO RIO PRETO;SP;01/08/2005;12/12/1996;SIM
41597;29.227.314/0001-03;MARCILIO BENICIO COSTA 44702396315;Filmagem de festas e eventos;Empresário (Individual) ;TERESINA;PI;12/11/2018;07/12/2017;SIM
40327;30.685.438/0001-11;MARCÍLIO DE CASTRO GONÇALVES 05849979654;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;BELO HORIZONTE;MG;28/06/2018;12/06/2018;NÃO
50560;35.685.096/0001-53;MARCINHO COSTA EVENTOS MUSICAIS LTDA;Produção musical;Sociedade Empresária Limitada;VOTUPORANGA;SP;18/02/2022;03/12/2019;NÃO
42728;22.939.092/0001-02;MÁRCIO BALBINODE ALMEIDA ME;Agências de publicidade;Empresário (Individual) ;MANAUS;AM;12/04/2019;28/07/2015;NÃO
20473;14.367.055/0001-49;MARCIO BARROS MACHADO;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;ARARANGUÁ;SC;14/12/2011;27/09/2011;NÃO
35436;23.588.425/0001-69;MÁRCIO DA SILVA MARCOS 01371921008;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;CAMPO BOM;RS;13/02/2017;03/11/2015;NÃO
39603;04.137.174/0001-51;MARCIO DE ROURE MORAIS;Comércio varejista especializado de equipamentos e suprimentos de informática;Empresário (Individual) ;LUZIÂNIA;GO;27/04/2018;31/10/2000;NÃO
33583;13.558.237/0001-34;MÁRCIO DOS SANTOS;Filmagem de festas e eventos;Empresário (Individual) ;SÃO PAULO;SP;11/07/2016;27/04/2011;SIM
1597;01.518.025/0001-44;MÁRCIO ELÍSIO CARNEIRO CÂMARA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;FORTALEZA;CE;02/10/2003;01/11/1996;SIM
27911;05.992.114/0001-89;MARCIO JOSE REBELO VILLELA DE CASTRO;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;INDAIATUBA;SP;14/10/2014;09/05/2003;SIM
38617;28.149.957/0001-13;MARCIO LUIS SANTOS TURINI 02663339903;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;Empresário (Individual) ;CURITIBA;PR;17/01/2018;10/07/2017;SIM
28231;15.358.421/0001-66;MARCIO LUIZ CAVALCANTE COMERCIO E REPRESENTAÇÃO ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;21/11/2014;02/03/2012;SIM
48929;18.580.009/0001-84;MARCIO LUIZ MOURA 00667632158;Filmagem de festas e eventos;Empresário (Individual) ;RONDONÓPOLIS;MT;07/07/2021;30/07/2013;NÃO
19495;14.089.419/0001-76;MARCIO MARINHO DE SA;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;ERECHIM;RS;19/08/2011;09/08/2011;NÃO
34642;24.297.032/0001-69;MARCIO PEREIRA COIMBRA PRODUCAO DE VIDEOS - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;10/11/2016;02/03/2016;SIM
38894;29.216.404/0001-07;MARCIO PEREIRA SANTOS PRODUÇÃO - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;26/02/2018;06/12/2017;SIM
38827;29.437.956/0001-37;MARCIO PICOLI 01738523004;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;PORTO ALEGRE;RS;21/02/2018;15/01/2018;NÃO
40849;09.354.378/0001-68;MARCIO R. C. MATHEUS FILHO - TECNOLOGIA, SERVIÇOS & ENTRETENIMENTO;Comércio varejista de brinquedos e artigos recreativos;Empresário (Individual) ;RIO DE JANEIRO;RJ;21/08/2018;28/01/2008;SIM
47697;19.883.435/0001-50;MARCIO RENATO DOS SANTOS PAIXAO 09554337701;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;CAMPOS DOS GOYTACAZES;RJ;08/02/2021;15/03/2014;SIM
48114;17.950.119/0001-28;MARCIO ROBERTO CAMPOS ME;Ensino de música;Empresário (Individual) ;SÃO PAULO;SP;07/04/2021;17/04/2013;NÃO
50351;41.072.622/0001-02;MARCIO ROBERTO DE MORAES FILHO;Serviços combinados de escritório e apoio administrativo;Empresário (Individual) ;SOROCABA;SP;25/01/2022;03/03/2021;SIM
49110;17.495.590/0001-73;MARCIO ROBERTO DE OLIVEIRA BARRETO;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;SANTOS;SP;26/07/2021;30/01/2013;SIM
40202;09.541.465/0001-24;MARCIO RODRIGUES BREYER ME;Filmagem de festas e eventos;Empresário (Individual) ;PORTO ALEGRE;RS;19/06/2018;07/05/2008;SIM
29758;17.645.685/0001-26;MÁRCIO SANTOS TEIXEIRA DE OLIVEIRA ME;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SALVADOR;BA;28/04/2015;26/02/2013;SIM
39673;21.351.722/0001-60;MARCIO SODRE DE ABREU 02290126713;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;VITÓRIA;ES;04/05/2018;06/11/2014;SIM
42330;30.014.816/0001-35;MARCIO SOUZA SANTOS FILHO 06475464503;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;FEIRA DE SANTANA;BA;25/02/2019;22/03/2018;NÃO
43286;23.283.632/0001-05;MARCIO VIEIRA ROLIM;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;SÃO PAULO;SP;24/06/2019;16/09/2015;NÃO
37623;25.682.390/0001-58;MARCIO VILLARINHO SANTANA 12188363779;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;RIO DE JANEIRO;RJ;04/09/2017;15/08/2016;NÃO
46581;34.394.159/0001-50;MARCIO WESTPHALEN BURTET 00809010003;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;CAMPINAS;SP;14/09/2020;01/08/2019;NÃO
38948;03.458.805/0001-71;MARCO ANTONIO ALHO DE FREITAS LTDA;Suporte técnico, manutenção e outros serviços em tecnologia da informação;Sociedade Empresária Limitada;JOINVILLE;SC;28/02/2018;17/09/1999;SIM
38162;17.636.642/0001-84;MARCO ANTONIO BASTOS 07264908658;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;ALFENAS;MG;08/11/2017;25/02/2013;SIM
27933;12.509.447/0001-70;MARCO ANTONIO CROZERA - ME;Atividades de gravação de som e de edição de música;Empresário (Individual) ;JAÚ;SP;14/10/2014;30/08/2010;SIM
45866;21.984.871/0001-67;MARCO ANTONIO DOS SANTOS 02393551050;Atividades de produção de fotografias, exceto aérea e submarina;Empresário (Individual) ;PASSO FUNDO;RS;12/06/2020;05/03/2015;SIM
38434;17.428.458/0001-49;MARCO ANTONIO MENDES YULE;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;CURITIBA;PR;14/12/2017;17/01/2013;SIM
27046;05.531.541/0001-60;MARCO ANTONIO PAVÃO ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;30/06/2014;03/12/2002;SIM
22564;16.585.731/0001-86;MARCO ANTONIO PEDROSO DE PAIVA - EPP;Produção de filmes para publicidade;Empresário (Individual) ;SOROCABA;SP;11/10/2012;16/07/2012;SIM
