Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição com Valores Captados através de Mecanismos de Incentivo e Fundo Setorial do Audiovisual - 1995 a 2019;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Público;Renda (R$);Projeto de incentivo aprovado?;Art. 18;Art. 25;Art. 1º;Art. 1 º A;Art. 3º;Art. 3º A;Conversão da dívida;Art. 39;Funcines;FSA;Outras Fontes;Valor Total Captado/ Contratados(R$)
2019;B1800089700000;A Mulher do meu Marido;Marcelo Santiago;Ficção;Filmes do Equador;RJ;Canal Brasil;RJ;Bretz Filmes;40;3.018;50.248,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;2.168.677,60;238.207,70;2.406.885,30
2019;B1800423800000;A Música Do Tempo - Do Sonho Do Império Ao Império Do Sonho;João Velho;Documentário;Universidade Federal Fluminense;RJ; -; -;Espaço Filmes;6;317;5.222,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1900249100000;A Noite Amarela;Ramon Porto Mota;Ficção;Vermelho Profundo;PB;Narrativa;PB;Vitrine Filmes;17;1.798;12.920,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;687.475,00; -;687.475,00
2019;B1800091200000;A Parte do Mundo que me Pertence;Marcos Pimentel;Documentário;Tempero Filmes;MG; -; -;Olhar Distribuição;8;571;6.299,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1800440300000;A Pedra da Serpente;Fernando Sanches;Ficção;Sinestesia Filmes;SP; -; -;Elo Company;26;507;4.346,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1900164100000;A Quarta Parede;Hudson Senna;Ficção;Labuta Filmes;SP;Escola de Atores Wolf Maya/Estúdio Tocha;SP/SP;Elo Company;23;1.455;12.327,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1700499100000;A Serpente;Jura Capela;Ficção;Jura Filmes;PE;Oceano Cinematográfico/Canal Brasil;RJ/RJ;Jura Filmes;2;527;5.591,00;Sim; - ; - ; - ;50.000,00; - ; - ; - ; - ; - ; -; -;50.000,00
2019;B1700307900000;A Sombra do Pai;Gabriela Amaral Almeida;Ficção;Acere;SP;Gabriela Amaral Almeida; -;Pandora Filmes;30;2.908;43.183,00;Sim; - ; - ; - ;500.000,00; - ; - ; - ; - ; - ;1.622.586,60; -;2.122.586,60
2019;B1800547100000;A Turma do Pererê.Doc;Ricardo Favilla;Documentário;Rio de Cinema;RJ;Cafeína Produções;RJ;O2 Play;15;472;4.332,00;Sim; - ; - ;1.000.000,00; - ; - ; - ; - ; - ; - ;200.000,00; -;1.200.000,00
2019;B1900366600000;A Vida Invisível;Karim Aïnouz;Ficção;Camisa Treze Cultural;SP;Canal Brasil;RJ;Sony/Vitrine Filmes;119;117.222;2.010.086,00;Sim; - ; - ; - ; - ;1.150.000,00; - ; - ; - ; - ;4.383.976,20; -;5.533.976,20
2019;B1700222300000;Abaixo a Gravidade;Edgard Navarro;Ficção;Edgard Navarro/Truque;BA/BA; -; -;Fênix Filmes;15;851;11.263,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;2.383.317,00; -;2.383.317,00
2019;B1900198800000;Aconteceu Na Quarta-Feira (Doppelganger);Domingos de Oliveira;Ficção;Teatro Ilustre Produções Artísticas;RJ; -; -;Forte Filmes;1;130;2.451,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;200.000,00; -;200.000,00
2019;B1900027100000;Ainda Temos a Imensidão da Noite;Gustavo Galvão;Ficção;400 Filmes;DF;Dezenove Som e Imagens;SP;Pandora Filmes;14;ND;ND;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;2.518.500,00; -;2.518.500,00
2019;B1900034500000;Alaska;Pedro Novaes;Ficção;Panaceia Filmes;GO;Sertão Filmes/Mandra Filmes/TNL Rental;GO/GO/GO;Elo Company;22;2.143;17.500,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;378.500,00; -;378.500,00
2019;B1900019800000;Albatroz;Daniel Augusto;Ficção;Loma Filmes;SP;Globo Filmes/Xanadu/Telecine;RJ/RJ/RJ;Paris;65;6.387;112.633,00;Sim; - ; - ;299.462,00; - ; - ;2.000.000,00; - ; - ;640.326,70;3.000.000,00; -;5.939.788,70
2019;B1700332800000;Alex Camera 10;Cauê Serur Pereira;Documentário;Ace Movie;PR; -; -;Moro Comunicação;13;358;4.686,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;125.000,00; -;125.000,00
2019;B1900314100000;Alma Imoral;Silvio Tendler;Documentário;Caliban Produções Cinematográficas;RJ; -; -;Elo Company;12;3.143;54.483,00;Sim; - ;10.000,00; - ;480.000,00; - ; - ; - ; - ; - ; -; -;490.000,00
2019;B1800459400000;Amazônia Groove;Bruno Murtinho;Documentário;Urca Filmes;RJ;Parioca Filmes/Bambu Filmes;PA/RJ;Pagu Pictures;12;1.483;23.661,00;Sim; - ; - ; - ;1.300.000,00; - ; - ; - ; - ; - ;898.444,00; -;2.198.444,00
2019;B1800598100000;Amazônia, O Despertar da Florestania;Christiane Torloni/Miguel Przewodowski;Documentário;Christal;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Descoloniza Filmes;18;3.843;49.989,00;Sim; - ; - ;1.072.319,00;500.000,00; - ;500.000,00; - ; - ; - ; -; -;2.072.319,00
2019;B1900347600000;Ambiente Familiar;Torquato Joel;Ficção;Extrato de Cinema;PB; -; -;Elo Company;24;728;6.111,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;333.333,33; -;333.333,33
2019;B1700602000000;Antártica Por Um Ano;Julia Martins;Documentário;3 Tabela Filmes;RJ;Mise En Cine;RJ;E.H. Produções;7;484;7.712,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;950.000,00; -;950.000,00
2019;B1700513900000;Antônio Um Dois Três;Leonardo Mouramateus;Ficção;Praia a Noite Produções Cinematográficas;CE;If You Hold A Stone;RJ;Olhar Distribuição;8;742;7.984,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;100.000,00; -;100.000,00
2019;B1500843400000;Aspirantes;Ives Rosenfeld;Ficção;Crisis Produtivas;RJ;3T Filmes/Bubbles Project/Canal Brasil;RJ/RJ/RJ;Ciclorama Filmes;13;382;5.223,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;407.800,00; -;407.800,00
2019;B1800141000000;Azougue Nazaré;Tiago Melo;Ficção;Lucinda/Urânio Filmes;PE/PE; -; -;Inquieta Cinema Cultura e Comunicação;21;4.145;36.555,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;215.300,00; -;215.300,00
2019;B1700259900000;B.O.;Daniel Belmonte/Pedro Cadore;Ficção;Belmonte Produções Artísticas;RJ;Canal Brasil;RJ;Raccord Produções;9;786;11.535,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1900232600000;Bacurau;Juliano Dornelles/Kleber Mendonça Filho;Ficção;CinemaScópio;PE;Símio Filmes/Globo Filmes/Maiomidia Comunicação/Telecine/Canal Brasil;PE/RJ/RJ/RJ/RJ;Vitrine Filmes;247;735.191;11.284.729,00;Sim; - ; - ; - ; - ; - ;1.200.000,00; - ; - ; - ;1.500.000,00; -;2.700.000,00
2019;B1900498800000;Bate Coração;Glauber Filho;Ficção;Estação Luz Filmes;CE; -; -;Downtown;87;5.864;94.671,00;Sim; - ; - ;250.000,00;742.453,46; - ; - ; - ; - ; - ;1.581.454,67;154.654,32;2.728.562,45
2019;B1500711400000;Beatriz;Alberto Graça;Ficção;Mpc Filmes;RJ;Telecine;RJ;Anagrama Filmes;10;1.217;16.103,00;Sim; - ; - ;200.000,00;600.000,00; - ;149.999,99; - ; - ; - ;1.000.000,00; -;1.949.999,99
2019;B1700509000000;Bio;Carlos Gerbase;Ficção;Prana Filmes;RS;Bunker Studios;RS;Bretz Filmes;17;896;13.374,00;Sim; - ; - ; - ;600.000,00; - ; - ; - ; - ; - ;573.950,00; -;1.173.950,00
2019;B1800213800000;Bixa Travesty;Claudia Priscilla/Kiko Goifman;Documentário;Válvula Produções;SP;Paleo TV/Canal Brasil;SP/RJ;Arteplex;22;6.591;43.560,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;499.880,00; -;499.880,00
2019;B1600569700000;Borrasca;Francisco Garcia;Ficção;Kinoosfera Filmes;SP; -; -;Fênix Filmes/Tucumán;8;309;4.358,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1900057300000;Caminhos Magnéticos;Edgar Pêra;Ficção;Persona Non Grata Pictures;SP; -; -;Esfera Produções;3;92;1.082,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -;397.500,00;397.500,00
2019;B1900511300000;Carcereiros - O Filme;José Eduardo Belmonte;Ficção;Globo Filmes;RJ; -; -;Imagem;546;193.356;2.621.887,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1900017500000;Carta Para Além dos Muros;André Canto;Documentário;Canto Produções;SP; -; -;Descoloniza Filmes;13;3.898;45.935,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1800556100000;Chorar de Rir;Toniko Melo;Ficção;Coração da Selva;SP;Circular o Desejo Filmes/Toniko Melo;SP/-;Warner;239;82.715;1.250.625,00;Sim; - ; - ;554.653,00;1.600.000,00;3.000.000,00; - ; - ; - ; - ;3.000.000,00; -;8.154.653,00
2019;B1800515000000;Chuva É Cantoria na Aldeia dos Mortos;João Salaviza/Renée Nader Messora;Ficção;Entre Filmes;MG;Material Bruto;SP;Embaúba Filmes;30;3.815;42.917,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;997.550,00; -;997.550,00
2019;B1900048500000;Cinderela Pop;Bruno Garotti;Ficção;Panorâmica;RJ; -; -;Vitrine Filmes;465;476.714;6.433.928,00;Sim; - ; - ; - ; - ;2.225.682,62; - ; - ;774.317,37;950.000,00;2.700.000,00; -;6.649.999,99
2019;B1800441300000;Cine Holliúdy 2 - A Chibata Sideral;Halder Gomes;Ficção;ATC Entretenimentos;CE;Glaz Entretenimento/Globo Filmes/Maiomidia Comunicação/Telecine;RJ/RJ/RJ/RJ;Downtown;121;169.970;2.479.403,00;Sim; - ; - ; - ; - ;49.970,00;2.500.000,00; - ; - ;750.000,00;2.875.025,15; -;6.174.995,15
2019;B1700435100000;Cine São Paulo;Felipe Tomazelli/Ricardo Martensen;Documentário;Trilha Midia;SP; -; -;Taturana;4;438;3.253,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1900179600000;De Peito Aberto;Graziela Mantoanelli;Documentário;Deusdará Filmes;SP; -; -;Pagu Pictures;22;1.113;17.936,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;100.000,00; -;100.000,00
2019;B1900104200000;De Pernas Pro Ar 3;Júlia Rezende;Ficção;Morena Filmes;RJ;Globo Filmes/Maiomidia Comunicação;RJ/RJ;Downtown/Paris;1.070;1.838.298;28.463.297,00;Sim; - ; - ;500.000,00; - ; - ;3.000.000,00; - ; - ; - ; -; -;3.500.000,00
2019;B1800135100000;Depois do Fim;Alvaro de Carvalho Neto;Documentário;Milímmetros;RS; -; -;Lança Filmes;2;584;6.202,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1800411600000;Deslembro;Flavia Castro;Ficção;Videofilmes;RJ;Flauk Filmes/Globo Filmes/Tacacá Filmes/Xanadu/Canal Brasil/Imovision/Telecine;RJ/RJ/RJ/RJ/RJ/SP/RJ;Imovision;30;16.500;250.186,00;Sim; - ; - ; - ;1.250.000,00;52.489,38;670.000,00; - ; - ; - ;1.940.000,00;50.000,00;3.962.489,38
2019;B1700490400000;Diante Dos Meus Olhos;André Félix;Documentário;Pique-Bandeira Filmes;ES;André Félix/Clareia Produções/Murilo Sodre de Abreu; -/SP/ES;Pique-Bandeira Filmes;4;157;1.379,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1800504800000;Diários de Classe;Igor Souza/Maria Carolina da Silva;Documentário;Lanterninha Produções;BA; -; -;Elo Company;22;1.907;16.559,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1700596400000;Dias Vazios;Robney Bruno de Almeida;Ficção;Flo - Produção de Imagens;GO; -; -;Olhar Distribuição;21;1.456;16.511,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;2.190.761,80; -;2.190.761,80
2019;B1900386800000;Divaldo – O Mensageiro da Paz;Clovis Mello;Ficção;Estação Luz Filmes;CE;Cine;SP;Disney;373;430.704;6.807.617,00;Sim; - ; - ; - ;2.100.000,00; - ;2.100.000,00; - ; - ; - ; -; -;4.200.000,00
2019;B1900232700000;Divino Amor;Gabriel Mascaro;Ficção;Desvia;PE;Globo Filmes/Xanadu/Canal Brasil;RJ/RJ/RJ;Vitrine Filmes;41;35.730;445.821,00;Sim; - ; - ; - ; - ; - ;600.000,00; - ; - ; - ;2.269.143,74; -;2.869.143,74
2019;B1900357900000;Diz A Ela Que Me Viu Chorar;Maíra Bühler;Documentário;Klaxon Cultura Audiovisual;SP;África Filmes/Canal Brasil;SP/RJ;Vitrine Filmes;18;1.952;14.054,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;475.000,00; -;475.000,00
2019;B1800502000000;Domingo;Clara Linhart/Fellipe Gamarano Barbosa;Ficção;Globo Filmes;RJ;Gamarosa/República Pureza Filmes/Canal Brasil/Maiomidia Comunicação;RJ/RJ/RJ/RJ;Arthouse;15;2.666;33.405,00;Sim; - ; - ; - ; - ; - ;300.000,00; - ; - ; - ;1.500.000,00; -;1.800.000,00
2019;B1800115900000;El Hombre Que Cuida;Alejandro Andújar;Ficção;Tempero Filmes;MG; -; -;Esfera Produções;11;491;6.906,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;450.000,00; -;450.000,00
2019;B1900442300000;Ela Disse, Ele Disse;Cláudia Castro;Ficção;Filmes do Equador;RJ;Globo Filmes/RSMTS Empreendimentos e Participações;RJ/RJ;Imagem;459;244.984;3.457.573,00;Sim; - ; - ; - ; - ; - ;3.000.000,00; - ; - ;2.410.000,00; -; -;5.410.000,00
2019;B1800421800000;Elegia de um Crime;Cristiano Burlan;Documentário;Bela Filmes;SP;Punta Colorada de Cinema;SP;Vitrine Filmes;12;866;7.323,00;Sim; - ; - ; - ;300.000,00; - ; - ; - ; - ; - ;450.000,00; -;750.000,00
2019;B1800547000000;Eleições;Alice Riff;Documentário;Studio Riff;SP;Paideia Filmes;SP;Olhar Distribuição;14;2.675;22.088,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1900350700000;Espero Tua (Re)Volta;Eliza Capai;Documentário;TVa2 Produções;RJ;Globo Filmes;RJ;Taturana;8;2.834;19.738,00;Sim; - ; - ; - ; - ; - ;200.000,00; - ; - ; - ;430.135,00; -;630.135,00
2019;B1900093600000;Estou me Guardando para Quando o Carnaval Chegar;Marcelo Gomes;Documentário;Rec Produtores Associados;PE;Carnaval Filmes/Misti Filmes;PE/SP;Vitrine Filmes;24;10.561;82.168,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;999.400,00; -;999.400,00
2019;B1900448700000;Eu Sinto Muito;Cristiano Vieira;Ficção;STUD10 Filmes;DF; -; -;Elo Company;32;2.860;27.359,00;Sim; - ; - ; - ;435.000,00; - ; - ; - ; - ; - ; -; -;435.000,00
2019;B1900233000000;Eu Sou Brasileiro;Alessandro Barros;Ficção;Globo Cine;SP;Paisagem Filmes;RJ;Elo Company;29;1.512;14.194,00;Sim; - ; - ; - ;1.000.000,00; - ; - ; - ; - ; - ; -; -;1.000.000,00
2019;B1900019000000;Eu Sou Mais Eu;Pedro Amorim;Ficção;Damasco Filmes;SP; -; -;Imagem;534;126.718;1.704.761,00;Sim; - ; - ;280.167,00;320.000,00;2.687.724,73;312.275,27; - ; - ; - ;2.000.000,00; -;5.600.167,00
2019;B1800234700000;Fernando;Igor Angelkorte/Julia Ariani/Paula Vilela;Documentário;Filmes de Bolso;RJ; -; -;Olhar Distribuição;7;281;3.857,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;100.000,00; -;100.000,00
2019;B1700598000000;Fevereiros;Marcio Debellian;Documentário;Debê Produções;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Arthouse;20;18.198;237.905,00;Sim; - ; - ; - ;119.258,31; - ;200.000,00; - ; - ; - ;391.800,00; -;711.058,31
2019;B1900612000000;Filhos do Pai Eterno;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC; -; -;Imagem;5;16;278;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;150.000,00; -;150.000,00
2019;B1700541700000;Foro Íntimo;Ricardo Mehedff;Ficção;VFilmes;MG;Hungry Man;RJ;Embaúba Filmes;7;559;7.178,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;99.500,00; -;99.500,00
2019;B1800335300000;Frans Krajcberg: Manifesto;Regina Jehá;Documentário;Lauper;SP; -; -;Lauper;8;1.715;17.690,00;Sim; - ; - ; - ;255.000,00; - ; - ; - ; - ; - ;105.000,00; -;360.000,00
2019;B1402255700000;Galaxias;Fabiano Maciel;Documentário;República Pureza Filmes;RJ;Canal Brasil/Fogo Cerrado Imagens e Serviços;RJ/DF;Gávea Filmes e Produções;1;47;288;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;300.000,00; -;300.000,00
2019;B1900172900000;Greta;Armando Praça;Ficção;Segredo Filmes;CE;Carnaval Filmes/Moçambique Audiovisual;PE/CE;Pandora Filmes;23;7.927;100.614,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;1.690.177,50; -;1.690.177,50
2019;B1700571300000;Happy Hour;Eduardo Albergaria;Ficção;Urca Filmes;RJ;Telecine/Imovision;RJ/SP;Imovision;29;3.049;47.688,00;Sim; - ; - ;1.000.000,00;620.000,00;72.955,26;200.000,00; - ; - ; - ;2.600.000,00;92.000,00;4.584.955,26
2019;B1900398400000;Hebe - A Estrela do Brasil;Maurício Farias;Ficção;Loma Filmes;SP;Fox Film do Brasil/Globo Filmes/Xanadu;SP/RJ/RJ;Warner;380;117.058;1.986.774,00;Sim; - ; - ;720.000,00;1.095.000,00;1.696.091,97;1.303.908,03; - ; - ; - ; -; -;4.815.000,00
2019;B1800214000000;Histórias Estranhas;Claudio Ellovitch/Filipe Ferreira/Kapel Furman/Marcos DeBrito/Paulo Biscaia Filho/Ricardo Ghiorzi/Rodrigo Brandão/Taísa Ennes Marques;Ficção;Procine;RS; -; -;Elo Company;23;780;7.970,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1600660100000;Homem Livre;Alvaro Furloni;Ficção;Segunda-Feira Filmes;RJ;Vatapá Produções;RJ;Olhar Distribuição;13;1.411;14.378,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1800418000000;Horácio;Mathias Mangin;Ficção;Igloo Filmes;SP; -; -;O2 Play;17;1.211;17.273,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1800474200000;Humberto Mauro;André Di Mauro;Documentário;Di Mauro Filmes;RJ;Canal Brasil;RJ;Di Mauro Cultura E Arte Producoes Artisticas;4;273;3.149,00;Sim; - ; - ; - ;462.950,00; - ; - ; - ; - ; - ;100.000,00; -;562.950,00
2019;B1800362300000;Inezita;Hélio Goldsztejn;Documentário;TV Cultura;SP; -; -;Cultura;6;873;14.982,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1800168300000;Inferninho;Guto Parente/Pedro Diógenes;Ficção;Marrevolto;CE;Grupo Bagaceira de Teatro/Tardo Filmes;CE/CE;Embaúba Filmes;23;3.765;40.215,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1600625500000;Intruso;Paulo Fontenelle;Ficção;Canal Imaginário;RJ; -; -;Pipa Produções;12;4.123;33.932,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;192.150,00; -;192.150,00
2019;B1900605200000;Jorge, o Padroeiro Guerreiro;Emilio Gallo;Documentário;Bronze Filmes Produtora;SC; -; -;Imagem;5;44;741;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;145.690,00; -;145.690,00
2019;B1900092000000;Jorginho Guinle - Só Se Vive Uma Vez;Otávio Escobar;Documentário;Prodigital;RJ; -; -;Pandora Filmes;4;966;17.397,00;Sim; - ; - ; - ;3.000.001,03; - ; - ; - ; - ; - ; -; -;3.000.001,03
2019;B1600116700000;Jovens Infelizes Ou Um Homem Que Grita Não É Um Urso Que Dança;Thiago Mendonça;Ficção;Memória Viva;SP; -; -;Embaúba Filmes;1;237;2.338,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;99.992,00; -;99.992,00
2019;B1900157600000;Kardec;Wagner de Assis;Ficção;Conspiração Filmes;RJ; -; -;Sony;500;749.256;11.849.901,00;Sim; - ; - ; - ; - ;1.800.000,00;1.200.000,00; - ; - ; - ;4.194.083,72; -;7.194.083,72
2019;B1800374500000;La Cama;Mónica Lairana;Ficção;3 Moinhos Produções;RJ; -; -;Livres Filmes;16;2.068;28.833,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;250.000,00; -;250.000,00
2019;B1700028400000;Las Ineses;Pablo Jose Meza ;Ficção;Cubo Filmes;RS; -; -;Okna Produções;10;897;10.802,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;361.716,00; -;361.716,00
2019;B1800491800000;Legalidade;Zeca Brito;Ficção;Prana Filmes;RS; -; -;Boulevard Filmes;37;15.993;223.306,00;Sim; - ; - ;325.800,00;595.800,00; - ; - ; - ; - ; - ;2.148.510,00; -;3.070.110,00
2019;B1800152800000;Lembro Mais dos Corvos;Gustavo Vinagre;Documentário;Carneiro Verde Filmes;SP; -; -;Vitrine Filmes;22;1.994;12.111,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1600677900000;Leste Oeste;Rodrigo Souza Grota;Ficção;Kinopus;PR; -; -;Kinopus;11;359;4.611,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;125.000,00; -;125.000,00
2019;B1900036000000;Liberdade É uma Grande Palavra;Guillermo Rocamora;Documentário;Primo Filmes;SP; -; -;Elo Company;1;36;323;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;175.000,00; -;175.000,00
2019;B1800445500000;Los Silencios;Beatriz Seigner;Ficção;Miríade Filmes;SP;Enquadramento Produções/Canal Brasil;SP/RJ;Vitrine Filmes;24;10.049;138.184,00;Sim; - ; - ; - ;1.055.028,31; - ; - ; - ; - ; - ;717.835,32; -;1.772.863,63
2019;B1800287700000;Luna;Cris Azzi;Ficção;Delícia Filmes;MG; -; -;Cineart Filmes;14;1.018;12.400,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;1.090.000,00; -;1.090.000,00
2019;B1700170200000;Mal Nosso;Samuel Galli;Ficção;Kauzare Filmes;SP; -; -;O2 Play;17;2.333;40.570,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1800505900000;Marcia Haydée;Daniela Kallmann;Documentário;Indiana Produções;RJ;Buddhi Produções/Globo Filmes;RJ/RJ;Anagrama Filmes;18;1.420;23.681,00;Sim; - ; - ; - ;388.250,00; - ;300.000,00; - ; - ; - ;100.000,00; -;788.250,00
2019;B1900363600000;Marés;João Paulo Procópio;Ficção;Pavirada Filmes;DF; -; -;Elo Company;22;600;4.332,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1900075800000;Maria do Caritó;João Paulo Jabur;Ficção;EH! Filmes;RJ;Globo Filmes/Xanadu/Arafoto;RJ/RJ/RJ;Imagem;226;40.922;639.161,00;Sim; - ; - ; - ; - ; - ;3.026.000,00; - ; - ; - ;2.700.000,00; -;5.726.000,00
2019;B1800603500000;Meu Amigo Fela;Joel Zito Araújo;Documentário;Casa de Criação Cinema;RJ; -; -;O2 Play;23;2.529;36.449,00;Sim; - ; - ; - ;500.000,00; - ; - ; - ; - ; - ;600.000,00; -;1.100.000,00
2019;B1700479800000;Meu Mundial;Carlos Morelli;Ficção;Panda Filmes;RS; -; -;Bretz Filmes;14;415;6.388,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;439.667,00; -;439.667,00
2019;B1800517200000;Meu Nome É Daniel;Daniel Gonçalves;Documentário;SeuFilme/TV Zero Cinema;RJ/RJ; - ; - ;Olhar Distribuição;21;1.429;14.589,00;Sim; - ; - ; - ;500.000,00; - ; - ; - ; - ; - ;150.000,00; -;650.000,00
2019;B1900040000000;Milagre;Mauro Ventura;Documentário;Ivin Films;RJ; -; -;Ivin Films;11;1.189;21.474,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1700600100000;Minha Fama de Mau;Lui Farias;Ficção;LMC LaToller;RJ;Globo Filmes/Indiana Produções/Telecine;RJ/RJ/RJ;Downtown;212;110.857;1.794.357,00;Sim; - ; - ;2.000.000,00;2.176.000,00;638.657,77;1.811.342,22; - ; - ; - ;2.000.000,00; -;8.625.999,99
2019;B1900576900000;Minha Mãe É Uma Peça 3;Susana Garcia;Ficção;Migdal Filmes;RJ;Tribeca Produções/Globo Filmes/Telecine;RJ/RJ/RJ;Downtown/Paris;1.815;2.419.335;38.002.653,00;Sim; - ; - ; - ; - ;800.000,00;1.400.000,00; - ; - ; - ; -; -;2.200.000,00
2019;B1800204300000;Mormaço;Marina Meliande;Ficção;Duas Mariola Filmes;RJ;Enquadramento Produções;SP;Vitrine Filmes;17;2.959;35.123,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ;2.329.551,00; -;2.329.551,00
2019;B1800405900000;Morto Não Fala;Dennison Ramalho;Ficção;Casa de Cinema de Porto Alegre;RS;Globo Filmes/Canal Brasil/Guel Produtora;RJ/RJ/RJ;Pagu Pictures;80;26.574;420.760,00;Sim; - ; - ; - ; - ; - ;3.000.000,00; - ; - ; - ; -; -;3.000.000,00
2019;B1900013000000;Muleque Té Doido! - Mais Doido Ainda;Erlanes Duarte;Ficção;Raça Ruim Filmes;MA; -; -;Raça Ruim Filmes;12;12.471;170.706,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2019;B1700411300000;Música Para Quando As Luzes Se Apagam;Ismael Caneppele;Documentário;Zeppelin Filmes ;RS;Besouro Filmes;RS;Arthouse;1;35;590;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ;150.000,00; -;150.000,00
2019;B1900063700000;Mussum, Um Filme do Cacildis;Susanna Lira;Documentário;Modo Operante Produções;RJ;Globo Filmes/Canal Brasil;RJ/RJ;Elo Company;29;2.388;22.916,00;Sim; - ; - ; - ; - ; - ;300.000,00; - ; - ; - ;780.800,00; -;1.080.800,00
2019;B1900354300000;Nada a Perder 2;Alexandre Avancini;Ficção;Record Entretenimento;SP; -; -;Downtown/Paris;1.028;6.189.465;59.750.402,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
